"sitename","siteid","datasetid","altitude","longitude","latitude"
"Menominee Site 12 (Webb unpublished)",2731,2826,NA,-88.75,45.02
"Menominee Site 13 (Webb unpublished)",2732,2827,NA,-88.53,44.94
"Menominee Site 14 (Webb unpublished)",2733,2828,NA,-88.58,44.91
"Menominee Site 15 (Webb unpublished)",2734,2829,NA,-88.89,45.01
"Menominee Site 16 (Webb unpublished)",2735,2830,NA,-88.63,44.98
"Menominee Site 17 (Webb unpublished)",2736,2831,NA,-88.66,44.95
"Menominee Site 18 (Webb unpublished)",2737,2832,NA,-88.62,45.11
"Menominee Site 19 (Webb unpublished)",2738,2833,NA,-88.58,45
"Menominee Site 20 (Webb unpublished)",2739,2834,NA,-88.57,44.89
"Menominee Site 21 (Webb unpublished)",2740,2835,NA,-88.51,44.89
"Menominee Site 22 (Webb unpublished)",2741,2836,NA,-88.7,45.09
"Menominee Site 23 (Webb unpublished)",2742,2837,NA,-88.72,44.87
"Menominee Site 24 (Webb unpublished)",2743,2838,NA,-88.55,45
"Menominee Site 25 (Webb unpublished)",2744,2839,NA,-88.52,45.27667
"Menominee Site 26 (Webb unpublished)",2745,2840,NA,-88.83,45.02
"Menominee Site 27 (Webb unpublished)",2746,2841,NA,-88.62,45.05
"Menominee Site 28 (Webb unpublished)",2747,2842,NA,-88.82,45.03
"Menominee Site 29 (Webb unpublished)",2748,2843,NA,-88.63,44.89
"Menominee Site 30 (Webb unpublished)",2749,2844,NA,-88.52,44.9
"Menominee Site 31 (Webb unpublished)",2750,2845,NA,-88.89,44.98
"Menominee Site 32 (Webb unpublished)",2751,2846,NA,-88.5,44.99
"Menominee Site 33 (Webb unpublished)",2752,2847,NA,-88.61,45.1
"Menominee Site 34 (Webb unpublished)",2753,2848,NA,-88.54,44.93
"Menominee Site 35 (Webb unpublished)",2754,2849,NA,-88.84,44.98
"Menominee Site 36 (Webb unpublished)",2755,2850,NA,-88.77,45.01
"Menominee Site 37 (Webb unpublished)",2756,2851,NA,-88.5,44.87
"Menominee Site 38 (Webb unpublished)",2757,2852,NA,-88.52,45.09
"Menominee Site 39 (Webb unpublished)",2758,2853,NA,-88.96,45.06
"Menominee Site 40 (Webb unpublished)",2759,2854,NA,-88.71,44.87
"Menominee Site 41 (Webb unpublished)",2760,2855,NA,-88.54,44.89
"Menominee Site 42 (Webb unpublished)",2761,2856,NA,-88.52,45.11
"Menominee Site 43 (Webb unpublished)",2762,2857,NA,-88.51,45.09
"Menominee Site 44 (Webb unpublished)",2763,2858,NA,-88.63,44.92
"Menominee Site 45 (Webb unpublished)",2764,2859,NA,-88.57,45.05
"Menominee Site 46 (Webb unpublished)",2765,2860,NA,-88.64,44.98
"Menominee Site 47 (Webb unpublished)",2766,2861,NA,-88.8,45
"Menominee Site 48 (Webb unpublished)",2767,2862,NA,-88.62,44.89
"Menominee Site 49 (Webb unpublished)",2768,2863,NA,-88.52,44.95
"Menominee Site 50 (Webb unpublished)",2769,2864,NA,-88.84,45.08
"Menominee Site 51 (Webb unpublished)",2770,2865,NA,-88.88,45.11
"Menominee Site 52 (Webb unpublished)",2771,2866,NA,-88.92,45.05
"Menominee Site 53 (Webb unpublished)",2772,2867,NA,-88.93,44.98
"Menominee Site 54 (Webb unpublished)",2773,2868,NA,-88.78,45.09
"Menominee Site 55 (Webb unpublished)",2774,2869,NA,-88.5,45.1
"Blue Mounds Creek",281,287,335,-89.86667,43.08333
"Menominee Site 56 (Webb unpublished)",2775,2870,NA,-88.56,44.89
"Menominee Site 57 (Webb unpublished)",2776,2871,NA,-88.75,45.06
"Menominee Site 58 (Webb unpublished)",2777,2872,NA,-88.52,45.04
"Menominee Site 59 (Webb unpublished)",2778,2873,NA,-88.6,44.95
"Menominee Site 60 (Webb unpublished)",2779,2874,NA,-88.55,45.01
"Menominee Site 61 (Webb unpublished)",2780,2875,NA,-88.75,45.07
"Menominee Site 62 (Webb unpublished)",2781,2876,NA,-88.89,45.04
"Saint Joseph Lake",2782,2877,267,-88.51564,45.02627
"McCracken's Pond",2783,2878,232,-84.83,43.17
"Twin Lakes (CA:British Columbia)",2784,2879,1100,-116.3678,50.78295
"Lake BN1",282,288,395,-73.51667,55
"Twin Lakes",2785,2880,3290,-108.10256,37.46906
"Twin Lakes",2786,2881,NA,-93.16778,45.84889
"Tyrrell Lake",2787,2882,660,-135.65556,66.05
"Unknown Pond",2791,2886,489,-70.63601,45.60351
"Upper Graven Lake",2792,2887,446,-95.30694,46.18444
"Upper Graven Lake",2792,2888,446,-95.30694,46.18444
"Upper Mallot Lake",2793,2889,422,-84.25833,47.30833
"Lake BN3",283,289,395,-73.56167,55
"Upper Mallot Lake",2793,2890,422,-84.25833,47.30833
"Upper South Branch Pond",2795,2892,300,-68.89721,46.08507
"Utricularia Lake",2800,2897,2753,-108.80833,35.96889
"Lake Allie",29,29,328,-94.5675,44.7934
"Lake BN6",284,290,400,-73.54167,55.00167
"Valhalla Hollow",2805,2902,480,-74.37083,44.30861
"Van Nostrand Lake",2806,2903,297,-79.38,44
"Lake BN2B",285,291,395,-73.55,55
"Baie du Diana",2815,2912,50,-69.83278,60.78278
"Boriak Bog Surface Sample 1",2817,2914,143,-97.12,30.35
"Boriak Bog Surface Sample 2",2818,2915,122,-96.98,30.25
"Boriak Bog Surface Sample 3",2819,2916,152,-97.1,30.22
"Boriak Bog Surface Sample 4",2820,2917,152,-97.33,30.17
"Boriak Bog Surface Sample 5",2821,2918,152,-97.25,30.1
"Volo Bog",2822,2919,229,-88.18475,42.35154
"Lake BN4B",286,292,395,-73.55833,55.00167
"Walker Lake",2825,2922,950,-124.00222,48.52917
"Larkum Pond",2826,2923,380,-73.05972,42.16472
"Watchtower Basin",2828,2925,NA,-117.08333,52.78333
"Waubashene Nippissing Transgression Site",2829,2926,190,-79.68,44.78
"Mud Lake stand C",2831,2928,10,-81.8817,29.27851
"Mud Lake stand D",2832,2929,10,-81.85472,29.29175
"Lake BN5B",287,293,395,-73.545,55.00333
"Mud Lake stand E",2833,2930,10,-81.85734,29.28557
"Mud Lake stand F",2834,2931,9,-81.85888,29.28928
"Silver Springs stand G",2835,2932,17,-82.0403,29.14641
"Torreya State Park stand H",2836,2933,76,-84.95176,30.55061
"Torreya State Park stand I",2837,2934,46,-84.96034,30.56514
"Torreya State Park stand J",2838,2935,69,-84.92284,30.52648
"White Pond",2839,2936,90,-80.77947,34.16459
"Rose 1a (Watts and Wright 1966)",2840,2937,992,-101.42,43
"Rose 1b (Watts and Wright 1966)",2841,2938,992,-101.42,43
"Rose 2 (Watts and Wright 1966)",2842,2939,1082,-102,42.83
"Rose 3 (Watts and Wright 1966)",2843,2940,1082,-102.33,42.75
"Rose 4 (Watts and Wright 1966)",2844,2941,1478,-103.83,42.75
"Rose 5 (Watts and Wright 1966)",2845,2942,1526,-104.33,42.75
"Water Conservation Area 2A, Site 2 (Site F1)",2846,2943,5,-80.37056,26.35972
"Water Conservation Area 2A, Site 3 (Site U3)",2847,2944,5,-80.41139,26.2875
"Water Conservation Area 3A, Site 4 (CA315 (AAS))",2848,2945,5,-80.6688,25.974
"Weber Lake",2849,2946,559,-91.66,47.47167
"Wells Mastodon Site",2850,2947,NA,-86.43333,41.08333
"Wentzel's Pond",2851,2948,435,-94.95,46.95
"Weslemkoon Lake",2852,2949,316,-77.43333,45.03333
"Bob Black Pond",289,295,285,-84.86806,34.32361
"Whiskey Lake",2853,2950,2712,-108.81083,35.98194
"Whitney's Gulch",2854,2951,98,-57.3,51.51667
"White Lily Lake",2855,2952,344,-93.10278,46.08611
"Whyac Lake",2856,2953,15,-124.84444,48.67222
"Wien Lake",2857,2954,305,-151.26667,64.33333
"Wilcox Pass",2858,2955,2355,-117.21667,52.24167
"Willow River Pond",2859,2956,314,-92.78143,46.32382
"Windsor Pond",2860,2957,496,-72.98442,42.53514
"Winneconnet Pond",2862,2959,20,-71.11667,41.96667
"Bob Lake",290,296,379,-92.61472,46.63361
"Winter Gulf Site",2863,2960,248,-78.93389,42.56111
"Wintergreen Lake",2864,2961,271,-85.38333,42.4
"Wild Spear Lake",2865,2962,880,-114.15,59.25
"Site 62-1 (Riegel 1965)",2866,2963,1,-81.13,25.265
"Site 62-2 (Riegel 1965)",2867,2964,1,-81.16667,25.23833
"Site 62-3 (Riegel 1965)",2868,2965,1,-81.17,25.26
"Site 62-5 (Riegel 1965)",2869,2966,1,-81.15,25.305
"Site 62-6 (Riegel 1965)",2870,2967,1,-81.1285,25.27667
"Site 62-7 (Riegel 1965)",2871,2968,1,-81.16167,25.28333
"Site 62-9 (Riegel 1965)",24279,2969,1,-81.14167,25.32333
"Bog A Pond",291,297,459,-95.16825,47.17496
"Site 62-10 (Riegel 1965)",2873,2970,1,-81.11667,25.35167
"Site 62-11 (Riegel 1965)",2874,2971,1,-81.12,25.32
"Site 62-12 (Riegel 1965)",2875,2972,1,-81.17,25.50333
"Site 62-13 (Riegel 1965)",2876,2973,1,-81.14833,25.455
"Site 62-14 (Riegel 1965)",2877,2974,1,-81.12833,25.41667
"Site 62-15 (Riegel 1965)",2878,2975,1,-81.085,25.35167
"Site 62-17 (Riegel 1965)",2879,2976,1,-81.11667,25.395
"Site 62-18 (Riegel 1965)",2880,2977,1,-81.14667,25.395
"Site 62-19 (Riegel 1965)",2881,2978,1,-81.19,25.49167
"Site 62-20 (Riegel 1965)",2882,2979,1,-81.15667,25.44333
"Bog D Pond",292,298,460,-95.16335,47.177
"Site 62-21 (Riegel 1965)",2883,2980,1,-81.22667,25.56167
"Site 62-22 (Riegel 1965)",2884,2981,1,-81.185,25.57
"Site 64-21 (Riegel 1965)",2885,2982,1,-80.99167,25.36333
"Site 64-33 (Riegel 1965)",2886,2983,1,-81.04,25.14333
"Site 62-23 (Riegel 1965)",2887,2984,3,-80.825,25.47167
"Site 62-24 (Riegel 1965)",2888,2985,3,-80.85,25.47167
"Site 62-34 (Riegel 1965)",2889,2986,1,-80.80189,25.32274
"Site sl.tr 1 (Riegel 1965)",2890,2987,2,-80.75,25.64
"Site sl.tr 2 (Riegel 1965)",2891,2988,2,-80.7297,25.62908
"Site sl.tr 3 (Riegel 1965)",2892,2989,2,-80.72,25.62
"Site sl.tr 4 (Riegel 1965)",2893,2990,2,-80.69938,25.60953
"Site 64-4 (Riegel 1965)",2894,2991,3,-81.01667,25.66333
"Site TI-1 (Riegel 1965)",2895,2992,1,-81.15,25.42167
"Site 64-10 (Riegel 1965)",2896,2993,3,-80.75833,25.60167
"Site 64-9 (Riegel 1965)",2897,2994,1,-80.97564,25.59533
"Site 64-7 (Riegel 1965)",2898,2995,3,-80.77026,25.65019
"Site 64-14 (Riegel 1965)",2899,2996,3,-80.92988,25.50923
"Site 64-15 (Riegel 1965)",2900,2997,3,-80.81667,25.51833
"Site 64-16 (Riegel 1965)",2901,2998,3,-80.79167,25.56667
"Site 64-16A (Riegel 1965)",2902,2999,3,-80.76667,25.525
"16/1",3,3,285,-75.06667,55.41333
"Almora Lake",30,30,437,-95.29361,46.20611
"Bondi Section",294,300,211,-82.6375,42.08806
"Site 62-35 (Riegel 1965)",2903,3000,2,-80.80283,25.38083
"Joe River Transect",2904,3001,1,-81.00759,25.21656
"Site SR-2 (Riegel 1965)",2905,3002,1,-81.13667,25.32833
"Site SR-3 (Riegel 1965)",2906,3003,1,-81.11667,25.33167
"Site SR-4 (Riegel 1965)",2907,3004,1,-81.1,25.34167
"Site SR-5 (Riegel 1965)",2908,3005,1,-81.08167,25.35167
"Site SR-6 (Riegel 1965)",2909,3006,1,-81.06667,25.36
"Site SR-7 (Riegel 1965)",2910,3007,1,-81.045,25.37167
"Site SR-9 (Riegel 1965)",2911,3008,1,-81.11667,25.35333
"Site SR-10 (Riegel 1965)",2912,3009,1,-81.095,25.36167
"Site SR-13 (Riegel 1965)",2913,3010,1,-81.03167,25.37833
"Site SR-14 (Riegel 1965)",2914,3011,1,-81.01333,25.38833
"Site SR-15 (Riegel 1965)",2915,3012,1,-80.99667,25.39167
"Site SR-16 (Riegel 1965)",2916,3013,1,-80.97833,25.38833
"Site SR-17 (Riegel 1965)",2917,3014,1,-80.96833,25.405
"Site SR-18 (Riegel 1965)",2918,3015,1,-81.01,25.40333
"Site SR-19 (Riegel 1965)",2919,3016,1,-81.00167,25.41833
"Site SR-20 (Riegel 1965)",2920,3017,1,-80.98167,25.41333
"Site SR-21 (Riegel 1965)",2921,3018,1,-80.96167,25.41333
"Site SR-22 (Riegel 1965)",2922,3019,1,-80.94167,25.42167
"Boone Lake",296,302,872,-119.43333,55.575
"Site SR-23 (Riegel 1965)",2923,3020,1,-80.92167,25.42833
"Site SR-24 (Riegel 1965)",2924,3021,1,-80.90833,25.43833
"Site SR-25 (Riegel 1965)",2925,3022,1,-80.88833,25.45
"Site SR-26 (Riegel 1965)",2926,3023,1,-80.87667,25.45667
"Site SR-28 (Riegel 1965)",2927,3024,1,-80.96167,25.43333
"Site SR-29 (Riegel 1965)",2928,3025,1,-80.95167,25.44
"Site SR-30 (Riegel 1965)",2929,3026,1,-80.90832,25.44594
"Site 64-18 (Riegel 1965)",2930,3027,1,-80.92339,25.44372
"Wolf Creek",2932,3029,375,-94.11667,46.11667
"Border Beacon",297,303,470,-63.2,55.33333
"Wolsfeld Lake",2933,3030,292,-93.57713,45.00181
"Wolsfeld Lake",2933,3031,292,-93.57713,45.00181
"Wolverine Lake",2934,3032,259,-85.66111,46.42917
"Wonder Lake",2935,3033,610,-151.08333,63.48333
"Woodcliff Lake",2936,3034,29,-74.03,41.02
"Wood Lake",2937,3035,464,-90.08333,45.33333
"Woodworth Pond",2938,3036,580,-99.23333,47.15
"Woody Cove Section",2939,3037,10,-59.36667,47.86167
"Point Woronzof Peat Section",2940,3038,NA,-149.48,61.12
"Woski Pond",2941,3039,1212,-119.625,37.725
"Boriack Bog",298,304,143,-97.12611,30.36
"Wylde Bog",2943,3041,484,-80.4,43.9
"Wylde Lake",2944,3042,484,-80.4,43.91
"Lac Yelle",2947,3045,356,-79.63778,48.50389
"Lac Yelle",2947,3046,356,-79.63778,48.50389
"Yellow Dog Pond",2948,3047,445,-87.94333,46.75414
"Yesterday Lake",2949,3048,1050,-119.48333,56.76667
"Bossuot Lake",299,305,310,-93.74204,44.29228
"Zuehl Farm Site",2951,3050,356,-93.87,43.03
"Found Lake",2952,3051,488,-78.64,45.55
"Head Lake",2955,3054,2300,-105.74761,37.70644
"Como Lake",2957,3056,3523,-105.51561,37.56888
"Basswood Road Lake/Splan Pond",2959,3058,106,-67.33336,45.25246
"Hells Kitchen Lake",196,3059,505,-89.70449,46.18465
"Lac Boucané",300,306,500,-69.45278,47.45778
"Bechan Cave",244,3060,1280,-110.86667,37.36667
"Beckman Lake",245,3061,278,-93.18333,45.425
"Beckman Lake",245,3062,278,-93.18333,45.425
"Boney Spring",295,3067,210,-93.36694,38.11194
"Boundary Lake",301,307,525,-67.4,55.25
"Site 48 (Heusser 1978)",419,3070,3048,-121.9,45.55
"Site 48 (Heusser 1978)",419,3071,3048,-121.9,45.55
"Greens Lake",198,3075,77,-73.88,42.28
"Toadlena Lake [Dead Man Lake]",655,3076,2759,-108.95715,36.23381
"Boundary Pond",302,308,603,-70.675,45.56667
"Disterhaft Farm Bog",680,3081,244,-89.16694,43.91694
"Miriam Lake",682,3082,1,-63.88,59.55
"Miriam Lake",682,3083,1,-63.88,59.55
"Miriam Lake",682,3084,1,-63.88,59.55
"Miriam Lake",682,3085,1,-63.88,59.55
"Two Loon Lake",683,3086,50,-64.18,59.47
"Two Loon Lake",683,3087,50,-64.18,59.47
"Two Loon Lake",683,3088,50,-64.18,59.47
"Two Loon Lake",683,3089,50,-64.18,59.47
"Brandreth Bog",303,309,600,-74.68333,43.91667
"Two Loon Lake",683,3090,50,-64.18,59.47
"Nakvak Lake",684,3091,260,-63.75,58.63
"Nakvak Lake",684,3092,260,-63.75,58.63
"Lac Tasiguluk",685,3093,580,-64.03,58.37
"Lac Tasiguluk",685,3094,580,-64.03,58.37
"Lac Tasiguluk",685,3095,580,-64.03,58.37
"Lac Tasiguluk",685,3096,580,-64.03,58.37
"Site 1 (Elliot-Fisk et al. 1982)",686,3097,650,-63.95,58.27
"Site 1 (Elliot-Fisk et al. 1982)",686,3098,650,-63.95,58.27
"Site 1 (Elliot-Fisk et al. 1982)",686,3099,650,-63.95,58.27
"Brisay 2",304,310,595,-70.35778,54.35583
"Site 1 (Elliot-Fisk et al. 1982)",686,3100,650,-63.95,58.27
"Site 2 (Elliot-Fisk et al. 1982)",687,3101,380,-63.37,58.67
"Site 3 (Elliot-Fisk et al. 1982)",688,3102,560,-63.55,58.37
"Site 3 (Elliot-Fisk et al. 1982)",688,3103,560,-63.55,58.37
"Site 3 (Elliot-Fisk et al. 1982)",688,3104,560,-63.55,58.37
"Site 3 (Elliot-Fisk et al. 1982)",688,3105,560,-63.55,58.37
"Site 3 (Elliot-Fisk et al. 1982)",688,3106,560,-63.55,58.37
"Site 4 (Elliot-Fisk et al. 1982)",689,3107,330,-65.25,57.5
"Site 4 (Elliot-Fisk et al. 1982)",689,3108,330,-65.25,57.5
"Site 4 (Elliot-Fisk et al. 1982)",689,3109,330,-65.25,57.5
"Brisay 2",304,311,595,-70.35778,54.35583
"Helen Chutes",690,3110,30,-65.77,58.18
"Helen Chutes",690,3111,30,-65.77,58.18
"Helen Chutes",690,3112,30,-65.77,58.18
"Lac Daniel",691,3113,332,-65.25,58.33
"Lac Daniel",691,3114,332,-65.25,58.33
"Singletary Lake Site 2",709,3115,18,-78.47,34.59
"Bog Pond",23410,3116,498,-74.28347,44.4004
"Lake Colden",732,3117,843,-73.98305,44.11926
"Washbowl Pond",22911,3118,515,-74.94989,44.04896
"Dismal Swamp (6)",678,3119,4,-76.36667,36.66667
"Brophy Ditch",305,312,184,-81.73,43.22
"Dismal Swamp (4)",676,3120,7,-76.47917,36.65
"Easel",760,3123,505,-66.76667,54.76667
"Easel",760,3124,505,-66.76667,54.76667
"E Lake",770,3125,735,-99.6594,50.6907
"Ferndale Bog",804,3126,263,-95.80833,34.40556
"Floating Island Lake",811,3127,2609,-107.46667,44.55
"Brown Lake",306,313,448,-89.49762,45.77665
"Heart Lake",728,3130,661,-73.97256,44.18038
"Hells Kitchen Lake",196,3131,505,-89.70449,46.18465
"Hershop Bog",529,3132,124,-97.60833,29.58333
"Hebron Lake",996,3133,170,-63.03333,58.2
"Houston",1079,3136,564,-66.69448,54.71752
"Houston",1079,3137,564,-66.69448,54.71752
"Jacobson Lake",1128,3138,324,-92.71694,46.41694
"Lake of the Clouds",1129,3139,1550,-71.31667,44.26667
"Brown's Bay, Lake Minnetonka",307,314,300,-93.55931,44.94864
"Big Lake (US:Arkansas)",267,3141,73,-90.10833,35.90833
"Brown Lake",308,3142,295,-82.0625,40.68056
"Glatsch Lake",848,3143,426,-92.62,47.28
"Hayes Lake",823,3144,391,-93.75,49.58333
"Bog A Pond",291,3145,459,-95.16825,47.17496
"Site 6 (Jensen 1998)",1326,3146,NA,-80.33306,26.26139
"Site 10 (Jensen 1998)",1330,3147,NA,-80.30639,26.33611
"Site 13 (Jensen 1998)",1333,3148,NA,-80.33833,26.34167
"John Klondike Bog",814,3149,460,-123.64667,60.35667
"Brown Lake",308,315,295,-82.0625,40.68056
"Nueltin Lake Site 1",1363,3150,170,-99.85,60.03
"Nueltin Lake Site 1",1363,3151,170,-99.85,60.03
"Nueltin Lake Site 1",1363,3152,170,-99.85,60.03
"Nueltin Lake Site 1",1363,3153,170,-99.85,60.03
"Nueltin Lake Site 1",1363,3154,170,-99.85,60.03
"Nueltin Lake Site 1",1363,3155,170,-99.85,60.03
"Nueltin Lake Site 1",1363,3156,170,-99.85,60.03
"Nueltin Lake Site 1",1363,3157,170,-99.85,60.03
"Nueltin Lake Site 1",1363,3158,170,-99.85,60.03
"Nueltin Lake Site 1",1363,3159,170,-99.85,60.03
"Browns Pond",309,316,620,-79.61639,38.15472
"Nueltin Lake Site 2",1364,3160,170,-99.72722,60.17
"Nueltin Lake Site 2",1364,3161,170,-99.72722,60.17
"Nueltin Lake Site 2",1364,3162,170,-99.72722,60.17
"Nueltin Lake Site 2",1364,3163,170,-99.72722,60.17
"Nueltin Lake Site 2",1364,3164,170,-99.72722,60.17
"Nueltin Lake Site 2",1364,3165,170,-99.72722,60.17
"Nueltin Lake Site 2",1364,3166,170,-99.72722,60.17
"Nueltin Lake Site 2",1364,3167,170,-99.72722,60.17
"Nueltin Lake Site 2",1364,3168,170,-99.72722,60.17
"Nueltin Lake Site 2",1364,3169,170,-99.72722,60.17
"Nueltin Lake Site 2",1364,3170,170,-99.72722,60.17
"Nueltin Lake Site 2",1364,3171,170,-99.72722,60.17
"Nueltin Lake Site 2",1364,3172,170,-99.72722,60.17
"Nueltin Lake Site 2",1364,3173,170,-99.72722,60.17
"Nueltin Lake Site 3",1365,3174,230,-99.7,60.35
"Nueltin Lake Site 3",1365,3175,230,-99.7,60.35
"Nueltin Lake Site 3",1365,3176,230,-99.7,60.35
"Nueltin Lake Site 3",1365,3177,230,-99.7,60.35
"Nueltin Lake Site 3",1365,3178,230,-99.7,60.35
"Nueltin Lake Site 3",1365,3179,230,-99.7,60.35
"Buckbean Fen",311,318,2362,-110.26056,44.29861
"Nueltin Lake Site 3",1365,3180,230,-99.7,60.35
"Nueltin Lake Site 3",1365,3181,230,-99.7,60.35
"Nueltin Lake Site 3",1365,3182,230,-99.7,60.35
"Nueltin Lake Site 4",1366,3183,300,-99.63,60.43
"Nueltin Lake Site 4",1366,3184,300,-99.63,60.43
"Nueltin Lake Site 4",1366,3185,300,-99.63,60.43
"Nueltin Lake Site 4",1366,3186,300,-99.63,60.43
"Nueltin Lake Site 4",1366,3187,300,-99.63,60.43
"Nueltin Lake Site 4",1366,3188,300,-99.63,60.43
"Nueltin Lake Site 4",1366,3189,300,-99.63,60.43
"Buck Lake",312,319,45,-81.33222,27.23444
"Nueltin Lake Site 4",1366,3190,300,-99.63,60.43
"Nueltin Lake Site 4",1366,3191,300,-99.63,60.43
"Nueltin Lake Site 4",1366,3192,300,-99.63,60.43
"Nueltin Lake Site 4",1366,3193,300,-99.63,60.43
"Nueltin Lake Site 5",1367,3194,300,-99.4,60.57
"Nueltin Lake Site 5",1367,3195,300,-99.4,60.57
"Nueltin Lake Site 5",1367,3196,300,-99.4,60.57
"Nueltin Lake Site 5",1367,3197,300,-99.4,60.57
"Nueltin Lake Site 5",1367,3198,300,-99.4,60.57
"Nueltin Lake Site 5",1367,3199,300,-99.4,60.57
"Nueltin Lake Site 5",1367,3200,300,-99.4,60.57
"Nueltin Lake Site 5",1367,3201,300,-99.4,60.57
"Nueltin Lake Site 5",1367,3202,300,-99.4,60.57
"Nueltin Lake Site 5",1367,3203,300,-99.4,60.57
"Nueltin Lake Site 6",1368,3204,300,-99.33,60.67
"Nueltin Lake Site 6",1368,3205,300,-99.33,60.67
"Nueltin Lake Site 6",1368,3206,300,-99.33,60.67
"Nueltin Lake Site 6",1368,3207,300,-99.33,60.67
"Nueltin Lake Site 6",1368,3208,300,-99.33,60.67
"Nueltin Lake Site 6",1368,3209,300,-99.33,60.67
"Bucyrus Bog",314,321,318,-82.93333,40.79722
"Nueltin Lake Site 6",1368,3210,300,-99.33,60.67
"Nueltin Lake Site 6",1368,3211,300,-99.33,60.67
"Nueltin Lake Site 6",1368,3212,300,-99.33,60.67
"Nueltin Lake Site 7",1369,3213,300,-99.2,60.8
"Nueltin Lake Site 7",1369,3214,300,-99.2,60.8
"Nueltin Lake Site 7",1369,3215,300,-99.2,60.8
"Nueltin Lake Site 7",1369,3216,300,-99.2,60.8
"Nueltin Lake Site 7",1369,3217,300,-99.2,60.8
"Nueltin Lake Site 7",1369,3218,300,-99.2,60.8
"Nueltin Lake Site 7",1369,3219,300,-99.2,60.8
"Nueltin Lake Site 7",1369,3220,300,-99.2,60.8
"Nueltin Lake Site 7",1369,3221,300,-99.2,60.8
"Nueltin Lake Site 7",1369,3222,300,-99.2,60.8
"Nueltin Lake Site 7",1369,3223,300,-99.2,60.8
"Nueltin Lake Site 8",1370,3224,280,-99,60.83
"Nueltin Lake Site 8",1370,3225,280,-99,60.83
"Kearney McKean-2",18833,32255,650,-99.0293,40.73695
"Kearney McKean-2",18833,32256,650,-99.0293,40.73695
"Kearney McKean-2",18833,32258,650,-99.0293,40.73695
"Nueltin Lake Site 8",1370,3226,280,-99,60.83
"Nueltin Lake Site 8",1370,3227,280,-99,60.83
"Nueltin Lake Site 8",1370,3228,280,-99,60.83
"Nueltin Lake Site 8",1370,3229,280,-99,60.83
"Nueltin Lake Site 8",1370,3230,280,-99,60.83
"Nueltin Lake Site 8",1370,3231,280,-99,60.83
"Nueltin Lake Site 8",1370,3232,280,-99,60.83
"Nueltin Lake Site 8",1370,3233,280,-99,60.83
"Nueltin Lake Site 8",1370,3234,280,-99,60.83
"Nueltin Lake Site 9",1371,3235,280,-99.63,60.85
"Nueltin Lake Site 9",1371,3236,280,-99.63,60.85
"Nueltin Lake Site 9",1371,3237,280,-99.63,60.85
"Nueltin Lake Site 9",1371,3238,280,-99.63,60.85
"Nueltin Lake Site 9",1371,3239,280,-99.63,60.85
"Burden Lake",317,324,192,-73.5711,42.5862
"Nueltin Lake Site 9",1371,3240,280,-99.63,60.85
"Nueltin Lake Site 9",1371,3241,280,-99.63,60.85
"Nueltin Lake Site 9",1371,3242,280,-99.63,60.85
"Nueltin Lake Site 9",1371,3243,280,-99.63,60.85
"Nueltin Lake Site 9",1371,3244,280,-99.63,60.85
"Nueltin Lake Site 9",1371,3245,280,-99.63,60.85
"Nueltin Lake Site 9",1371,3246,280,-99.63,60.85
"Ennadai Lake Site 3",1372,3247,400,-100.88,61.13
"Ennadai Lake Site 3",1372,3248,400,-100.88,61.13
"Ennadai Lake Site 3",1372,3249,400,-100.88,61.13
"Burntside Lake",318,325,NA,-91.99472,47.92417
"Ennadai Lake Site 3",1372,3250,400,-100.88,61.13
