"sitename","siteid","datasetid","altitude","longitude","latitude","sitedescription","depositionalenvironment"
"Stand 66 (Mack and Bryant 1974]",2133,2208,671,-119.48,47.93,NA,"Moss Polster"
"Paa-ko",14147,22080,1975,-106.312,35.2085,"Paa-ko was one of several large Early Classic (1300-1425) villages in the area east of the Sandia Mountains. Surrounding vegetation: Pinon-juniper woodland, mixed grasses, and annuals. ","Occupational Debris"
"Paa-ko",14147,22081,1975,-106.312,35.2085,"Paa-ko was one of several large Early Classic (1300-1425) villages in the area east of the Sandia Mountains. Surrounding vegetation: Pinon-juniper woodland, mixed grasses, and annuals. ","Occupational Debris"
"Paa-ko",14147,22082,1975,-106.312,35.2085,"Paa-ko was one of several large Early Classic (1300-1425) villages in the area east of the Sandia Mountains. Surrounding vegetation: Pinon-juniper woodland, mixed grasses, and annuals. ","Occupational Debris"
"Paa-ko",14147,22083,1975,-106.312,35.2085,"Paa-ko was one of several large Early Classic (1300-1425) villages in the area east of the Sandia Mountains. Surrounding vegetation: Pinon-juniper woodland, mixed grasses, and annuals. ","Occupational Debris"
"Paa-ko",14147,22085,1975,-106.312,35.2085,"Paa-ko was one of several large Early Classic (1300-1425) villages in the area east of the Sandia Mountains. Surrounding vegetation: Pinon-juniper woodland, mixed grasses, and annuals. ","Occupational Debris"
"Tumacacori",14150,22088,998,-111.048,31.5665,"Tumacacori, situated on the west bank of the Santa Cruz River, was the location of a Spanish mission that was occupied from 1691-1848. Surrounding vegetation: Semi-desert grassland.","Occupational Debris"
"Tumacacori",14150,22089,998,-111.048,31.5665,"Tumacacori, situated on the west bank of the Santa Cruz River, was the location of a Spanish mission that was occupied from 1691-1848. Surrounding vegetation: Semi-desert grassland.","Occupational Debris"
"Stand 67 (Mack and Bryant 1974]",2134,2209,762,-119.6,47.75,NA,"Moss Polster"
"Tumacacori",14150,22090,998,-111.048,31.5665,"Tumacacori, situated on the west bank of the Santa Cruz River, was the location of a Spanish mission that was occupied from 1691-1848. Surrounding vegetation: Semi-desert grassland.","Occupational Debris"
"Tumacacori",14150,22091,998,-111.048,31.5665,"Tumacacori, situated on the west bank of the Santa Cruz River, was the location of a Spanish mission that was occupied from 1691-1848. Surrounding vegetation: Semi-desert grassland.","Occupational Debris"
"Tumacacori",14150,22092,998,-111.048,31.5665,"Tumacacori, situated on the west bank of the Santa Cruz River, was the location of a Spanish mission that was occupied from 1691-1848. Surrounding vegetation: Semi-desert grassland.","Occupational Debris"
"Tumacacori",14150,22093,998,-111.048,31.5665,"Tumacacori, situated on the west bank of the Santa Cruz River, was the location of a Spanish mission that was occupied from 1691-1848. Surrounding vegetation: Semi-desert grassland.","Occupational Debris"
"Axe Lake",219,221,323,-79.51,45.38,NA,"Glacial Origin Lake"
"Stand 68 (Mack and Bryant 1974]",2135,2210,823,-120.02,47.65,NA,"Moss Polster"
"Upper Cumberland Plateau Pond",14155,22102,512,-84.968925,36.34462,"Ephemeral pond surrounded by mixed mesophytic forest","Pond"
"Upper Cumberland Plateau Pond",14155,22103,512,-84.968925,36.34462,"Ephemeral pond surrounded by mixed mesophytic forest","Pond"
"Stand 69 (Mack and Bryant 1974]",2136,2211,610,-119.53,47.45,NA,"Moss Polster"
"Cienega de San Bernadino",14163,22118,1118,-109.25616,31.32215,"Cienega located on the floor of the San Bernadino Valley. Surrounding vegetation: Desert grassland and scrub (Atriplex canascens, Ephedra trifurca, Fouquieria splendens, Larrea tridentata, Flourensia cernua, Acacia neovernicosa). Bottomlands consist of a patchwork of Prosopis and fallow fields. Springs, wells, and seasonal streams in the cienega support areas of deciduous riparian scrub, stands of Populus fremontii,","Arroyo"
"Cienega de San Bernadino",14163,22119,1118,-109.25616,31.32215,"Cienega located on the floor of the San Bernadino Valley. Surrounding vegetation: Desert grassland and scrub (Atriplex canascens, Ephedra trifurca, Fouquieria splendens, Larrea tridentata, Flourensia cernua, Acacia neovernicosa). Bottomlands consist of a patchwork of Prosopis and fallow fields. Springs, wells, and seasonal streams in the cienega support areas of deciduous riparian scrub, stands of Populus fremontii,","Arroyo"
"Stand 70 (Mack and Bryant 1974]",2137,2212,381,-119.45,47.25,NA,"Moss Polster"
"Stand 71 (Mack and Bryant 1974]",2138,2213,152,-119.38,45.93,NA,"Moss Polster"
"Stand 72 (Mack and Bryant 1974]",2139,2214,137,-119.3,46.33,NA,"Moss Polster"
"Stand 73 (Mack and Bryant 1974]",2140,2215,305,-119.98,47.23,NA,"Moss Polster"
"Stand 74 (Mack and Bryant 1974]",2141,2216,122,-119.43,46.93,NA,"Moss Polster"
"Stand 75 (Mack and Bryant 1974]",2142,2217,549,-118.58,47.12,NA,"Moss Polster"
"Stand 76 (Mack and Bryant 1974]",2143,2218,335,-119.6,46.12,NA,"Moss Polster"
"Stand 77 (Mack and Bryant 1974]",2144,2219,213,-120.08,47.28,NA,"Moss Polster"
"Stand 78 (Mack and Bryant 1974]",2145,2220,488,-119.37,47.6,NA,"Moss Polster"
"Site 1 (Mack, Bryant, and Pell 1978)",2146,2221,792,-116.95,46.92,NA,"Terrestrial"
"Site 2 (Mack, Bryant, and Pell 1978)",2147,2222,914,-116.65,46.93,NA,"Terrestrial"
"Site 3 (Mack, Bryant, and Pell 1978)",2148,2223,1372,-116.88,46.8,NA,"Terrestrial"
"Ochlockonee River",14222,22237,0,-84.447055,29.987725,"The Ochlockonee River delta is located in the western portion of the zero-energy Big Bend marsh coast, on the Gulf of Mexico. Vegetation along the coastline is predominated by Juncus roemerianus, with Spartina sp., Distichlis spicata, Scirpus olneyi, Salicornia sp., Batis maritima, Phragmites australis, Baccharis halmifolia, and Iva frutescens. To the south, mangrove species increase. ","Fluvial"
"Ochlockonee River",14222,22238,0,-84.447055,29.987725,"The Ochlockonee River delta is located in the western portion of the zero-energy Big Bend marsh coast, on the Gulf of Mexico. Vegetation along the coastline is predominated by Juncus roemerianus, with Spartina sp., Distichlis spicata, Scirpus olneyi, Salicornia sp., Batis maritima, Phragmites australis, Baccharis halmifolia, and Iva frutescens. To the south, mangrove species increase. ","Fluvial"
"Site 4 (Mack, Bryant, and Pell 1978)",2149,2224,792,-116.9,46.9,NA,"Terrestrial"
"Quidi Vidi Lake",14225,22243,13,-52.68972,47.581245,"Maritime Barrens ecoregion. Surrounding vegetation is dominated by heathlands and the forest only occurs in small acreages which escaped fire. The dominant heath shrub on uplands is Empetrum nigrum with Kalmia angustifolia forming a dense cover only in protected valleys. The Clintonia-Balsam Fir type is most common where the forest is still present. Good forest growth only occurs in a few large protected valleys where the Dryopteris-Balsam Fir type dominates the slopes. Good specimens of Yellow Birch are also found in these stands.","Glacial Origin Lake"
"Quidi Vidi Lake",14225,22244,13,-52.68972,47.581245,"Maritime Barrens ecoregion. Surrounding vegetation is dominated by heathlands and the forest only occurs in small acreages which escaped fire. The dominant heath shrub on uplands is Empetrum nigrum with Kalmia angustifolia forming a dense cover only in protected valleys. The Clintonia-Balsam Fir type is most common where the forest is still present. Good forest growth only occurs in a few large protected valleys where the Dryopteris-Balsam Fir type dominates the slopes. Good specimens of Yellow Birch are also found in these stands.","Glacial Origin Lake"
"Long Pond",14228,22247,48,-52.733205,47.57783,"Maritime Barrens ecoregion. Surrounding vegetation is dominated by heathlands and the forest only occurs in small acreages which escaped fire. The dominant heath shrub on uplands is Empetrum nigrum with Kalmia angustifolia forming a dense cover only in protected valleys. The Clintonia-Balsam Fir type is most common where the forest is still present. Good forest growth only occurs in a few large protected valleys where the Dryopteris-Balsam Fir type dominates the slopes. Good specimens of Yellow Birch are also found in these stands.","Glacial Origin Lake"
"Mundy Pond",14229,22248,94,-52.739245,47.551615,"Maritime Barrens ecoregion. Surrounding vegetation is dominated by heathlands and the forest only occurs in small acreages which escaped fire. The dominant heath shrub on uplands is Empetrum nigrum with Kalmia angustifolia forming a dense cover only in protected valleys. The Clintonia-Balsam Fir type is most common where the forest is still present. Good forest growth only occurs in a few large protected valleys where the Dryopteris-Balsam Fir type dominates the slopes. Good specimens of Yellow Birch are also found in these stands.","Glacial Origin Lake"
"Georges Pond",14230,22249,92,-52.685025,47.572595,"Maritime Barrens ecoregion. Surrounding vegetation is dominated by heathlands and the forest only occurs in small acreages which escaped fire. The dominant heath shrub on uplands is Empetrum nigrum with Kalmia angustifolia forming a dense cover only in protected valleys. The Clintonia-Balsam Fir type is most common where the forest is still present. Good forest growth only occurs in a few large protected valleys where the Dryopteris-Balsam Fir type dominates the slopes. Good specimens of Yellow Birch are also found in these stands.","Glacial Origin Lake"
"Site 5 (Mack, Bryant, and Pell 1978)",2150,2225,1372,-116.85,46.8,NA,"Terrestrial"
"Long Pond Witless Bay Line",14232,22251,98,-52.848335,47.31322,"Maritime Barrens ecoregion. Surrounding vegetation is dominated by heathlands and the forest only occurs in small acreages which escaped fire. The dominant heath shrub on uplands is Empetrum nigrum with Kalmia angustifolia forming a dense cover only in protected valleys. The Clintonia-Balsam Fir type is most common where the forest is still present. Good forest growth only occurs in a few large protected valleys where the Dryopteris-Balsam Fir type dominates the slopes. Good specimens of Yellow Birch are also found in these stands.","Glacial Origin Lake"
"Site 6 (Mack, Bryant, and Pell 1978)",2151,2226,884,-116.67,46.98,NA,"Terrestrial"
"Imuruk Lake",14239,22265,1021,-163.19538,65.60439,"Imuruk Lake occupies a shallow basin formed by a series of lava flows. Surrounding vegetation: Tussock tundra. ","Lava Flow Dammed Lake"
"Site 7 (Mack, Bryant, and Pell 1978)",2152,2227,1433,-116.87,46.8,NA,"Terrestrial"
"Imuruk Lake Low Terrace",14242,22270,1021,-163.206365,65.61756,"Imuruk Lake occupies a shallow basin formed by a series of lava flows. Surrounding vegetation: Tussock tundra.","Lava Flow Dammed Lake"
"Imuruk Lake Intermediate Silt Terrace",14243,22271,1021,-163.229025,65.638595,"Imuruk Lake occupies a shallow basin formed by a series of lava flows. Surrounding vegetation: Tussock tundra.","Lava Flow Dammed Lake"
"Imuruk Lake Intermediate Terrace",14246,22277,1021,-163.181475,65.64992,"Imuruk Lake occupies a shallow basin formed by a series of lava flows. Surrounding vegetation: Tussock tundra.","Lava Flow Dammed Lake"
"Site 8 (Mack, Bryant, and Pell 1978)",2153,2228,1341,-116.92,46.8,NA,"Terrestrial"
"Site 9 (Mack, Bryant, and Pell 1978)",2154,2229,1402,-116.83,46.8,NA,"Terrestrial"
"Kotzebue Sound",14254,22294,-45,-165.910035,67.672355,"An attempt at collecting land bridge sediments from the floor of the Bering Sea.","Coastal"
"Flora Lake",14256,22299,15,-170.11376,63.47766,"Lake located on St. Lawrence Island. Surrounding vegetation: Grassland with sedges. There are no trees on the island. Dwarf willows occur occasionally.","Glacial Origin Lake"
"Bad Medicine Lake",221,223,487,-95.397205,47.123935,"Kettle lake. Physiography: Itaska Moraine, rolling. Surrounding vegetation: Pinus banksiana, Populus, Betula.","Kettle Lake"
"Site 10 (Mack, Bryant, and Pell 1978)",2155,2230,1036,-116.1,47.13,NA,"Terrestrial"
"Site 11 (Mack, Bryant, and Pell 1978)",2156,2231,884,-116.67,46.97,NA,"Terrestrial"
"Site 12 (Mack, Bryant, and Pell 1978)",2157,2232,884,-116.67,47,NA,"Terrestrial"
"Site 13 (Mack, Bryant, and Pell 1978)",2158,2233,853,-116.67,46.77,NA,"Terrestrial"
"Site 14 (Mack, Bryant, and Pell 1978)",2159,2234,1219,-116.73,47.13,NA,"Terrestrial"
"Site 15 (Mack, Bryant, and Pell 1978)",2160,2235,1554,-116.24667,47.72,NA,"Terrestrial"
"Site 16 (Mack, Bryant, and Pell 1978)",2161,2236,1524,-116.02,47,NA,"Terrestrial"
"Larkum Pond",2826,22368,380,-73.05972,42.16472,"Larkum Pond is a deep kettle pond among hilly terrain surrounded by steep slopes. Surrounding vegetation: Hemlock, white pine, birch, sugar maple, and beech.","Kettle Lake"
"The Bowl",14287,22369,417,-68.193395,44.33712,"The Bowl is located on Mount Desert Island, in Acadia National Park. It lies in a perched depresssion in a mountainous area of the island. Prior to the Bar Harbor Fire of 1947, the area supported a mature red spruce forest. Today, the surrounding vegetation is composed of aspen-birch forest with some oak and pine.","Glacial Origin Lake"
"Site 17 (Mack, Bryant, and Pell 1978)",2162,2237,1707,-115.2,46.47,NA,"Terrestrial"
"Lake Wood",14288,22370,43,-68.269315,44.40811,NA,"Glacial Origin Lake"
"Hawley Bog",14290,22374,540,-72.890615,42.57534,"Hawley Bog is a true bog with no inlet and one outlet (Potash Brook). An unconsolidated peat mat has formed in most of the pond. The peat mat supports typical northern bog herbaceous and shrub vegetation including many sedges, rushes, and several carnivorous plants. The surrounding forest is northern hardwoods with sugar maple, beech, birch, and hemlock comprising the dominant species.","Bog"
"Round Pond",14291,22375,260,-72.70505,42.173985,"Round Pond is a true kettle pond with no inlet or outlet. Surrounding vegetation: Forest of pitch pine and scrub oak, with a peat mat that is dominated by grasses, sedges, rushes, and buttonbush.","Kettle Lake"
"Round Pond",14291,22376,260,-72.70505,42.173985,"Round Pond is a true kettle pond with no inlet or outlet. Surrounding vegetation: Forest of pitch pine and scrub oak, with a peat mat that is dominated by grasses, sedges, rushes, and buttonbush.","Kettle Lake"
"Upper Susitna River Valley",14293,22378,850,-147.59885,63.18703,"Palsa on the southern edge of a small lake just south of the Denali Highway. Surrounding vegetation: Shrub birch, blueberry, and moss are superabundant on the palsa. Cyperaceae and narrow leaf Labrador tea are abundant. Bog rosemary and crowberry are common. In between palsas, Carex is superabundant and Eriophyllum is abundant. Rare Picea dot the hills south of the sampling location. ","Bog"
"Upper Susitna River Valley",14293,22379,850,-147.59885,63.18703,"Palsa on the southern edge of a small lake just south of the Denali Highway. Surrounding vegetation: Shrub birch, blueberry, and moss are superabundant on the palsa. Cyperaceae and narrow leaf Labrador tea are abundant. Bog rosemary and crowberry are common. In between palsas, Carex is superabundant and Eriophyllum is abundant. Rare Picea dot the hills south of the sampling location. ","Bog"
"Site 18 (Mack, Bryant, and Pell 1978)",2163,2238,1067,-119.62,48.63,NA,"Terrestrial"
"Chitina",14294,22380,202,-144.438675,61.51572,"Surrounding vegetation: Open, low-growing spruce forests, with intermixed treeless bogs","Unknown"
"Kotsina Delta",14295,22381,148,-144.393825,61.536155,"Surrounding vegetation: Open, low-growing spruce forests, with intermixed treeless bogs","Delta"
"Willow Creek",14296,22382,400,-144.962115,61.72579,"Surrounding vegetation: Open, low-growing spruce forests, with intermixed treeless bogs","Fluvial"
"Gakona Bluff",14297,22383,433,-145.33951,62.301095,"Surrounding vegetation: Open, low-growing spruce forests, with intermixed treeless bogs","Fluvial"
"Dadina River",14298,22384,700,-144.588315,61.77697,"Surrounding vegetation: Open, low-growing spruce forests, with intermixed treeless bogs","Fluvial"
"Ahtell Creek",14299,22385,700,-143.989565,62.79238,"Surrounding vegetation: Open, low-growing spruce forests, with intermixed treeless bogs","Fluvial"
"Tyone Creek",14300,22386,800,-146.90094,62.247885,"Surrounding vegetation: Open, low-growing spruce forests, with intermixed treeless bogs","Fluvial"
"Blue Lake",14301,22387,785,-146.828195,62.215305,"Surrounding vegetation: Open, low-growing spruce forests, with intermixed treeless bogs","Lacustrine"
"Trapper's Den",14302,22388,740,-146.29652,62.09412,"Surrounding vegetation: Open, low-growing spruce forests, with intermixed treeless bogs","Lacustrine"
"Site 19 (Mack, Bryant, and Pell 1978)",2164,2239,549,-118.7,48.2,NA,"Terrestrial"
"Little Nelchina River",14306,22394,742,-146.94729,61.987645,"Surrounding vegetation: Open, low-growing spruce forests, with intermixed treeless bogs","Riverine"
"St. Anne Lake",14307,22395,604,-146.038685,61.86996,"Surrounding vegetation: Open, low-growing spruce forests, with intermixed treeless bogs","Lacustrine"
